Mun_name,Mun_Code,mean_slope,mean_elevation_m,ruggedness_stdev,mean_ruggedness,slope_stdev,area_km2,poverty_perc,with_coast,coast_length,perimeter
REMEDIOS T. ROMUALDEZ,PH160212000,13.37,577.32,57.37,68.28,11.47,82,7.16,0,,50350
CITY OF BAYUGAN,PH160301000,9.14,311.35,39.03,45.89,8.28,477,6.40,0,,104632
BUNAWAN,PH160302000,4.19,112.93,21.16,22.41,4.55,465,9.77,0,,105915
ESPERANZA,PH160303000,9.66,256.41,37.94,51.33,7.98,1332,8.65,0,,207067
LA PAZ,PH160304000,10.15,350.33,44.14,54.33,9.15,972,6.93,0,,186030
LORETO,PH160305000,8.82,248.52,44.72,47.03,9.10,1100,8.50,0,,213328
PROSPERIDAD (Capital),PH160306000,5.46,171.68,27.96,29.15,5.86,493,8.70,0,,108755
ROSARIO,PH160307000,5.69,175.73,30.60,30.33,6.39,391,7.29,0,,102184
SAN FRANCISCO,PH160308000,3.13,70.98,21.53,17.25,4.50,354,5.57,0,,96495
SAN LUIS,PH160309000,10.42,313.55,40.14,55.36,8.55,1021,9.78,0,,197570
SANTA JOSEFA,PH160310000,1.41,42.97,8.71,8.61,1.76,111,9.56,0,,54581
TALACOGON,PH160311000,2.62,42.73,16.63,15.80,3.28,353,10.10,0,,131009
TRENTO,PH160312000,4.03,105.77,17.02,22.22,3.68,401,9.85,0,,111702
VERUELA,PH160313000,2.34,51.76,10.58,13.87,2.20,266,9.55,0,,81994
SIBAGAT,PH160314000,14.14,547.86,40.23,71.03,8.34,729,11.65,0,,150098
ALEGRIA,PH166701000,10.39,345.41,37.86,51.26,8.02,80,8.34,1,11410,53222
BACUAG,PH166702000,6.76,105.46,28.10,33.74,6.22,63,7.53,1,7453,39970
BURGOS,PH166704000,5.58,40.13,19.45,29.08,4.18,17,10.14,1,227,28069
CLAVER,PH166706000,15.43,396.07,42.90,76.80,9.03,287,6.29,1,37628,109885
DAPA,PH166707000,7.60,41.67,29.09,41.64,5.94,84,8.55,1,35098,157030
DEL CARMEN,PH166708000,4.22,34.04,30.18,23.68,5.91,148,8.44,1,47357,177308
GENERAL LUNA,PH166710000,3.73,21.27,20.14,22.63,3.82,47,9.44,1,32140,67647
GIGAQUIT,PH166711000,9.93,269.16,38.36,50.29,8.01,141,6.73,1,5503,68069
MAINIT,PH166714000,7.96,169.83,36.03,39.93,7.49,107,8.17,1,21368,74709
MALIMONO,PH166715000,16.11,296.65,45.60,79.47,9.22,99,6.60,1,27049,58217
PILAR,PH166716000,3.83,28.46,22.68,21.62,4.51,75,8.74,1,22492,51557
PLACER,PH166717000,7.45,103.42,28.47,38.21,6.13,64,6.74,1,2183,84034
SAN BENITO,PH166718000,6.10,44.43,30.93,36.12,5.75,49,9.16,1,20993,106207
SAN FRANCISCO (ANAO-AON),PH166719000,14.27,252.95,39.39,70.27,8.36,56,8.03,1,16469,36641
SAN ISIDRO,PH166720000,4.30,35.71,24.04,23.62,4.93,52,9.19,1,7799,31344
SANTA MONICA (SAPAO),PH166721000,5.22,49.79,19.65,27.81,4.14,30,8.63,1,26806,41452
SISON,PH166722000,7.10,146.32,26.02,36.04,5.67,65,7.89,0,,37212
SOCORRO,PH166723000,8.68,91.64,30.17,44.83,6.37,126,8.98,1,1495,141057
SURIGAO CITY (Capital),PH166724000,7.64,77.40,29.00,38.18,6.37,283,5.11,1,1471,421858
TAGANA-AN,PH166725000,5.92,59.58,25.89,30.63,5.73,64,8.77,1,51303,158402
TUBOD,PH166727000,9.35,189.28,37.62,47.49,7.95,37,6.97,0,,24909
BAROBO,PH166801000,5.48,103.67,28.23,30.20,5.72,232,7.03,1,72666,147593
BAYABAS,PH166802000,8.01,77.63,29.76,41.21,6.53,54,9.38,1,20667,54096
CITY OF BISLIG,PH166803000,4.73,92.75,17.99,26.05,3.94,415,6.55,1,53618,155219
CAGWAIT,PH166804000,8.51,117.27,26.82,43.84,6.02,78,6.23,1,30495,64324
CANTILAN,PH166805000,11.22,256.09,44.10,56.46,9.30,203,6.30,1,18312,136587
CARMEN,PH166806000,12.28,461.67,41.20,61.81,8.63,158,7.33,0,,84609
CARRASCAL,PH166807000,13.35,305.68,41.23,65.81,8.79,244,6.50,1,80432,170144
CORTES,PH166808000,12.10,208.93,36.39,60.98,7.88,120,9.09,1,47918,83100
HINATUAN,PH166809000,3.60,72.61,20.99,19.89,4.32,324,11.33,1,96557,173122
LANUZA,PH166810000,11.25,369.95,37.32,57.89,7.87,318,9.34,1,19973,110528
LIANGA,PH166811000,9.59,295.96,29.17,50.82,6.34,314,8.04,1,48668,114274
LINGIG,PH166812000,7.35,129.73,21.16,38.20,4.93,300,12.63,1,106672,178387
MADRID,PH166813000,12.25,300.98,49.91,61.60,10.43,143,6.70,1,2668,92525
MARIHATAG,PH166814000,8.32,236.93,28.71,42.62,6.21,196,7.63,1,26510,80979
SAN AGUSTIN,PH166815000,7.81,102.45,31.15,41.55,6.58,91,6.81,1,25992,52285
SAN MIGUEL,PH166816000,8.91,273.95,37.39,45.46,7.84,655,9.36,0,,115936
TAGBINA,PH166817000,2.67,83.37,14.68,15.00,3.05,359,8.03,0,,83417
TAGO,PH166818000,6.38,134.46,28.61,33.56,6.09,321,9.17,1,9297,108850
CITY OF TANDAG (Capital),PH166819000,9.20,172.81,34.32,47.16,7.31,182,5.71,1,23921,71364
BASILISA (RIZAL),PH168501000,10.15,90.64,25.22,51.09,5.83,99,5.58,1,784,168924
CAGDIANAO,PH168502000,13.62,179.55,35.39,66.10,7.91,197,8.74,1,13582,157389
DINAGAT,PH168503000,8.01,67.93,25.20,40.93,5.73,28,9.49,1,51145,87144
LIBJO (ALBOR),PH168504000,10.92,127.61,34.72,54.27,7.63,187,9.57,1,78470,138639
LORETO,PH168505000,15.43,235.62,43.85,76.24,9.35,172,8.99,1,77083,124219
SAN JOSE (Capital),PH168506000,11.34,129.70,26.58,55.67,6.23,32,5.84,1,21645,38932
TUBAJON,PH168507000,10.68,100.13,37.72,53.44,8.08,89,8.77,1,28803,62520
BOAC (Capital),PH174001000,12.94,252.69,40.90,66.51,8.82,231,4.14,1,15394,82216
BUENAVISTA,PH174002000,12.47,251.14,42.56,62.20,8.70,77,7.67,1,19498,44359
GASAN,PH174003000,11.46,177.80,39.89,59.14,8.44,99,5.19,1,16669,56669
MOGPOG,PH174004000,10.48,130.32,29.59,53.13,6.71,99,3.94,1,1673,80142
SANTA CRUZ,PH174005000,8.07,144.67,28.16,40.00,6.29,241,4.39,1,4089,198637
TORRIJOS,PH174006000,11.40,237.34,34.55,56.23,7.52,173,5.84,1,42588,81167
ABRA DE ILOG,PH175101000,16.48,479.57,47.20,82.19,9.73,602,11.34,1,37836,118216
CALINTAAN,PH175102000,9.54,217.72,44.91,47.25,8.99,299,6.85,1,18569,83256
LOOC,PH175103000,11.06,114.78,36.04,54.78,7.82,129,4.50,1,58593,147966
LUBANG,PH175104000,6.49,99.19,34.97,32.42,7.42,125,3.91,1,16664,78676
MAGSAYSAY,PH175105000,6.70,145.51,34.99,33.71,7.46,260,8.57,1,40336,103880
MAMBURAO (Capital),PH175106000,11.31,184.84,42.65,57.14,9.04,321,5.10,1,32032,98987
PALUAN,PH175107000,14.24,353.62,35.69,69.25,7.95,530,8.31,1,96185,129365
RIZAL,PH175108000,5.60,131.35,34.67,28.28,7.15,304,7.16,1,14025,104891
SABLAYAN,PH175109000,17.81,682.92,60.01,90.15,11.82,2104,6.08,1,55435,227228
SAN JOSE,PH175110000,7.88,217.27,38.11,38.66,8.12,611,4.90,1,38653,244387
SANTA CRUZ,PH175111000,15.42,414.70,52.59,77.31,10.98,689,8.00,1,23569,121671
BACO,PH175201000,19.08,866.57,62.02,95.15,12.37,435,9.25,1,9174,108226
BANSUD,PH175202000,13.33,403.03,51.15,67.34,10.59,345,6.94,1,11035,82437
BONGABONG,PH175203000,9.94,245.16,47.72,50.60,9.90,396,7.53,1,28235,106412
BULALACAO (SAN PEDRO),PH175204000,8.42,208.24,25.58,40.64,5.74,353,10.79,1,85263,175023
CITY OF CALAPAN (Capital),PH175205000,1.32,13.66,12.01,7.71,2.65,184,3.61,1,29570,85412
GLORIA,PH175206000,9.72,236.31,48.53,50.49,9.99,256,7.80,1,14478,84260
MANSALAY,PH175207000,12.42,388.19,37.05,61.26,8.13,454,8.88,1,36465,128355
NAUJAN,PH175208000,8.70,265.07,58.93,44.31,11.84,575,6.50,1,32516,166380
PINAMALAYAN,PH175209000,5.76,106.19,35.85,30.01,7.34,168,6.47,1,20061,111596
POLA,PH175210000,9.32,144.89,36.23,46.97,7.82,168,7.22,1,38617,95489
PUERTO GALERA,PH175211000,15.68,383.29,41.16,76.77,8.73,109,4.56,1,57128,88292
ROXAS,PH175212000,5.04,94.74,34.72,26.75,7.16,104,7.93,1,10101,65790
SAN TEODORO,PH175213000,13.41,576.81,37.02,65.80,8.25,156,7.89,1,10114,71245
SOCORRO,PH175214000,6.83,117.17,28.93,36.58,6.16,205,7.65,1,8553,74250
VICTORIA,PH175215000,5.31,127.16,29.96,27.96,6.10,207,6.43,1,19748,67283
ABORLAN,PH175301000,11.30,291.91,50.19,56.49,10.42,775,6.73,1,80557,176963
AGUTAYA,PH175302000,9.83,56.21,36.95,47.61,7.60,31,9.38,1,311,79391
ARACELI,PH175303000,4.74,27.63,24.26,26.33,5.07,174,9.03,1,1306,165600
BALABAC,PH175304000,4.23,45.64,24.09,21.90,5.28,565,10.03,1,2980,437792
BATARAZA,PH175305000,5.67,105.57,32.27,28.74,6.90,694,9.52,1,179729,264596
BROOKE'S POINT,PH175306000,12.45,382.26,63.45,62.92,12.65,690,8.03,1,58967,137834
BUSUANGA,PH175307000,9.37,79.48,33.10,48.58,7.20,405,7.95,1,0,357926
CAGAYANCILLO,PH175308000,3.44,18.46,12.58,18.45,2.73,12,9.59,1,167,79689
CORON,PH175309000,12.29,110.64,46.32,63.70,9.08,695,6.73,1,4049,741266
CUYO,PH175310000,4.58,33.37,24.92,23.10,5.09,43,5.41,1,6591,113412
DUMARAN,PH175311000,8.00,65.34,30.42,42.57,6.53,527,9.27,1,268,290527
EL NIDO (BACUIT),PH175312000,11.23,110.07,41.90,57.68,8.47,564,8.04,1,7389,445972
LINAPACAN,PH175313000,12.84,72.32,30.23,63.60,6.88,160,10.34,1,13406,419174
MAGSAYSAY,PH175314000,4.97,45.32,24.75,24.20,5.28,48,6.72,1,913,99654
NARRA,PH175315000,9.51,288.53,47.95,46.94,9.99,758,5.81,1,80161,196575
PUERTO PRINCESA CITY (Capital),PH175316000,13.01,269.67,46.55,64.22,9.64,2178,2.94,1,33,646228
QUEZON,PH175317000,9.81,227.07,43.81,49.52,9.20,941,9.58,1,145779,290788
ROXAS,PH175318000,10.51,129.98,36.44,54.41,8.00,1134,7.75,1,107191,306592
SAN VICENTE,PH175319000,12.74,155.12,36.24,63.79,8.06,606,8.00,1,252162,500714
TAYTAY,PH175320000,10.05,94.16,32.55,51.10,7.18,1297,9.63,1,23887,1081455
CULION,PH175322000,9.96,72.84,29.63,50.31,6.58,433,7.11,1,0,616242
RIZAL (MARCOS),PH175323000,10.47,259.80,42.39,52.47,9.04,1282,10.73,1,174256,284551
SOFRONIO ESPAï¿½ï¿½OLA,PH175324000,7.39,131.64,30.73,37.03,6.65,445,11.07,1,62049,146399
ALCANTARA,PH175901000,10.80,172.67,30.76,55.08,6.84,70,5.47,1,27047,51891
BANTON,PH175902000,17.23,198.89,41.71,86.08,8.56,29,10.62,1,31575,31575
CAJIDIOCAN,PH175903000,14.89,233.42,43.51,74.64,9.32,127,7.83,1,35214,58904
CALATRAVA,PH175904000,12.35,151.12,29.48,59.18,6.62,38,5.43,1,28327,49638
CONCEPCION,PH175905000,14.76,127.85,25.89,71.27,6.55,20,5.65,1,35194,35194
CORCUERA,PH175906000,7.55,60.05,27.50,36.31,6.23,20,7.52,1,28614,30084
LOOC,PH175907000,6.67,72.52,22.79,34.96,4.94,81,6.03,1,30566,80452
MAGDIWANG,PH175908000,13.29,190.04,52.65,67.12,10.48,79,8.04,1,30890,54230
ODIONGAN,PH175909000,8.53,119.93,30.25,42.82,6.69,137,3.30,1,23634,62203
ROMBLON (Capital),PH175910000,13.35,141.16,27.71,65.04,6.55,88,4.70,1,8701,89326
SAN AGUSTIN,PH175911000,15.11,234.84,40.67,75.05,8.59,102,6.24,1,41231,75767
SAN ANDRES,PH175912000,11.13,167.60,30.60,54.78,6.86,103,8.69,1,23759,54200
SAN FERNANDO,PH175913000,20.59,500.58,64.04,103.99,11.89,244,7.04,1,45377,80566
SAN JOSE,PH175914000,5.21,74.23,15.17,26.00,3.38,28,8.12,1,29576,29576
SANTA FE,PH175915000,6.94,47.93,20.70,37.04,4.84,56,8.22,1,60100,78545
FERROL,PH175916000,6.71,62.03,21.77,34.94,4.82,35,7.55,1,504,43144
SANTA MARIA (IMELDA),PH175917000,14.73,253.98,32.26,71.81,7.32,50,6.39,1,12916,34124
BACOLOD CITY (Capital),PH184501000,1.31,80.85,4.98,7.07,1.14,162,1.99,1,36461,93748
BAGO CITY,PH184502000,4.26,246.23,34.78,21.45,7.06,407,2.79,1,14796,118213
BINALBAGAN,PH184503000,9.00,318.27,43.56,44.78,9.04,185,3.70,1,12922,113797
CADIZ CITY,PH184504000,8.27,329.02,48.55,42.60,9.56,526,4.11,1,2817,127006
CALATRAVA,PH184505000,8.25,225.24,27.70,42.19,6.05,287,6.51,1,41767,106479
CANDONI,PH184506000,6.89,337.30,24.89,36.09,5.44,295,6.12,0,,70259
CAUAYAN,PH184507000,9.73,214.73,32.51,49.66,7.04,469,6.01,1,63242,127223
ENRIQUE B. MAGALONA (SARAVIA),PH184508000,2.36,83.36,21.96,12.79,4.38,139,5.05,1,27495,111083
CITY OF ESCALANTE,PH184509000,3.63,60.41,17.71,19.32,3.70,192,4.49,1,54838,103848
CITY OF HIMAMAYLAN,PH184510000,6.80,239.64,34.48,34.71,7.15,363,4.59,1,18634,93035
HINIGARAN,PH184511000,1.49,27.56,6.71,8.43,1.44,153,3.73,1,11358,58164
HINOBA-AN (ASIA),PH184512000,8.46,240.56,28.93,42.99,6.49,402,5.81,1,63771,126656
ILOG,PH184513000,5.60,217.25,24.43,29.37,5.23,294,5.10,1,27365,145606
ISABELA,PH184514000,6.50,161.93,39.76,32.01,8.31,191,4.92,0,,75061
CITY OF KABANKALAN,PH184515000,5.66,182.01,24.53,29.15,5.29,659,4.79,1,3534,135692
LA CARLOTA CITY,PH184516000,5.13,234.96,41.29,26.60,8.01,127,2.77,0,,70133
LA CASTELLANA,PH184517000,6.26,316.68,30.61,30.42,6.56,216,3.53,0,,72339
MANAPLA,PH184518000,1.52,44.27,5.41,8.23,1.19,99,4.18,1,25652,64077
MOISES PADILLA (MAGALLON),PH184519000,6.20,172.95,32.79,31.54,6.88,140,6.48,0,,60394
MURCIA,PH184520000,7.55,364.24,42.90,38.66,8.52,279,5.10,0,,92764
PONTEVEDRA,PH184521000,2.11,46.11,14.65,11.54,3.05,111,3.30,1,13181,57017
PULUPANDAN,PH184522000,0.63,5.09,2.34,4.31,0.44,17,2.93,1,13249,21727
SAGAY CITY,PH184523000,3.17,94.82,20.20,17.07,4.11,292,4.85,1,60261,192565
SAN CARLOS CITY,PH184524000,10.88,439.18,39.10,56.44,8.28,407,4.90,1,38292,144243
SAN ENRIQUE,PH184525000,0.61,7.11,2.17,4.27,0.42,28,2.87,1,7709,24458
SILAY CITY,PH184526000,5.16,216.75,43.45,28.21,8.21,209,3.67,1,20211,109861
CITY OF SIPALAY,PH184527000,8.47,142.51,28.61,42.88,6.38,327,6.84,1,63021,124362
CITY OF TALISAY,PH184528000,7.61,413.27,57.58,40.52,10.71,193,3.83,1,12803,88913
TOBOSO,PH184529000,6.65,132.36,27.08,34.79,5.84,118,6.17,1,20076,64898
VALLADOLID,PH184530000,0.52,7.77,1.85,3.61,0.36,40,2.60,1,6446,31651
CITY OF VICTORIAS,PH184531000,3.49,133.96,26.33,18.10,5.44,106,5.25,1,8281,80392
SALVADOR BENEDICTO,PH184532000,11.35,685.94,42.69,59.06,8.63,218,8.54,0,,80871
AMLAN (AYUQUITAN),PH184601000,8.78,260.09,35.22,44.20,7.47,59,3.99,1,8929,43453
AYUNGON,PH184602000,13.07,532.79,37.88,64.84,8.12,248,6.16,1,26300,85550
BACONG,PH184603000,4.73,189.77,24.41,22.97,4.86,40,2.61,1,8357,32253
BAIS CITY,PH184604000,8.52,351.83,34.61,43.17,7.46,252,4.35,1,234,120733
BASAY,PH184605000,8.14,171.35,29.56,41.63,6.62,168,8.97,1,1270,68275
CITY OF BAYAWAN (TULONG),PH184606000,6.18,216.23,24.98,31.54,5.47,699,6.88,1,14478,143990
BINDOY (PAYABON),PH184607000,13.73,427.98,41.21,69.46,8.63,156,7.17,1,670,66812
CANLAON CITY,PH184608000,9.74,620.04,36.00,47.67,7.62,147,4.78,0,,59718
DAUIN,PH184609000,8.38,392.56,45.19,41.11,8.68,81,3.53,1,10997,49043
DUMAGUETE CITY (Capital),PH184610000,1.36,40.53,3.53,7.55,0.86,34,1.02,1,8651,25125
CITY OF GUIHULNGAN,PH184611000,10.03,412.52,32.26,49.32,6.84,375,7.30,1,437,96634
JIMALALUD,PH184612000,15.03,594.50,42.10,75.28,8.66,155,8.20,1,7651,54967
LA LIBERTAD,PH184613000,11.91,428.86,38.56,58.67,8.01,151,7.30,1,11130,58748
MABINAY,PH184614000,4.59,205.34,22.21,24.60,4.65,346,8.39,0,,107107
MANJUYOD,PH184615000,10.61,312.04,35.50,52.99,7.71,128,5.96,1,34715,94932
PAMPLONA,PH184616000,9.39,307.63,31.81,47.32,6.90,223,4.69,0,,69276
SAN JOSE,PH184617000,12.14,277.43,39.64,62.36,8.20,52,3.77,1,7859,33799
SANTA CATALINA,PH184618000,11.82,282.82,39.28,59.45,8.31,414,5.23,1,29384,114719
SIATON,PH184619000,10.82,320.34,39.13,54.69,8.31,427,6.31,1,51245,114407
SIBULAN,PH184620000,13.51,564.13,47.58,68.95,9.60,160,2.17,1,10301,76155
CITY OF TANJAY,PH184621000,6.48,296.53,30.77,32.81,6.51,228,2.78,1,17798,113689
TAYASAN,PH184622000,12.77,513.35,41.59,63.47,8.69,177,6.51,1,10441,62045
VALENCIA (LUZURRIAGA),PH184623000,16.65,823.81,48.54,84.76,9.62,163,2.06,0,,60038
VALLEHERMOSO,PH184624000,12.24,217.89,35.66,61.82,7.81,93,7.16,1,178,46125
ZAMBOANGUITA,PH184625000,9.61,420.19,46.35,49.65,9.12,153,4.25,1,15147,56454
